size_m2,rooms,area,pets_allowed,floor,housing_type,rent_kr,listed_date,kilde
48.0,2,Trøjborg,0,ukendt,privat,6575.0,2026-04-27,findbolig
52.0,2,Risskov,0,ukendt,privat,8000.0,2026-01-31,findbolig
98.0,4,Risskov,0,ukendt,privat,15750.0,2025-05-12,findbolig
75.0,4,Hasle,1,ukendt,privat,4700.0,2024-12-07,findbolig
69.0,3,Åbyhøj,1,ukendt,privat,9225.0,2026-03-14,findbolig
89.0,3,Risskov,1,ukendt,privat,9025.0,2026-01-07,findbolig
33.0,1,Skejby,1,ukendt,privat,2850.0,2026-07-07,findbolig
81.0,2,Risskov,0,ukendt,privat,11850.0,2025-05-19,findbolig
63.0,2,Åbyhøj,1,ukendt,privat,5125.0,2026-05-18,findbolig
95.0,3,Åbyhøj,1,ukendt,privat,10875.0,2025-12-09,findbolig
65.0,3,Viby,1,ukendt,privat,4500.0,2025-05-23,findbolig
54.0,2,Åbyhøj,1,ukendt,privat,6950.0,2025-04-30,findbolig
48.0,1,Trøjborg,0,ukendt,privat,6175.0,2025-10-06,findbolig
82.0,3,Centrum,1,ukendt,privat,13475.0,2025-01-19,findbolig
28.0,1,Centrum,1,ukendt,privat,3225.0,2026-01-12,findbolig
107.0,4,Risskov,0,ukendt,privat,11525.0,2026-06-16,findbolig
67.0,3,Skejby,0,ukendt,privat,5550.0,2024-10-20,findbolig
78.0,3,Aarhus C,1,ukendt,privat,15025.0,2025-02-19,findbolig
25.0,1,Centrum,0,ukendt,privat,3125.0,2026-06-09,findbolig
46.0,1,Trøjborg,0,ukendt,privat,4000.0,2026-02-20,findbolig
146.0,5,Brabrand,0,ukendt,privat,18000.0,2026-03-19,findbolig
71.0,2,Vejlby,1,ukendt,privat,8050.0,2024-12-01,findbolig
81.0,3,Risskov,0,ukendt,privat,12375.0,2024-12-25,findbolig
32.0,1,Centrum,1,ukendt,privat,5500.0,2024-09-13,findbolig
20.0,1,Viby,0,ukendt,privat,2525.0,2026-05-10,findbolig
48.0,2,Trøjborg,0,ukendt,privat,6875.0,2026-03-23,findbolig
92.0,4,Aarhus C,0,ukendt,privat,11300.0,2025-11-11,findbolig
93.0,4,Aarhus C,0,ukendt,privat,11000.0,2026-03-29,findbolig
45.0,1,Aarhus C,0,ukendt,privat,4800.0,2024-09-19,findbolig
54.0,3,Vejlby,0,ukendt,privat,4650.0,2024-10-25,findbolig
68.0,3,Viby,1,ukendt,privat,8350.0,2025-12-16,findbolig
16.0,1,Trøjborg,0,ukendt,privat,2625.0,2025-07-31,findbolig
73.0,3,Brabrand,0,ukendt,privat,9025.0,2025-05-04,findbolig
88.0,3,Centrum,1,ukendt,privat,10725.0,2025-03-12,findbolig
91.0,3,Centrum,1,ukendt,privat,16550.0,2026-02-20,findbolig
72.0,2,Aarhus C,0,ukendt,privat,13300.0,2025-08-10,findbolig
56.0,2,Centrum,0,ukendt,privat,6375.0,2025-12-16,findbolig
72.0,2,Centrum,0,ukendt,privat,13000.0,2025-08-14,findbolig
58.0,1,Trøjborg,1,ukendt,privat,8350.0,2025-05-23,findbolig
39.0,1,Centrum,1,ukendt,privat,3900.0,2026-05-19,findbolig
55.0,1,Aarhus C,1,ukendt,privat,6025.0,2024-06-18,findbolig
58.0,2,Risskov,0,ukendt,privat,5700.0,2025-06-03,findbolig
126.0,4,Centrum,0,ukendt,privat,22650.0,2025-08-25,findbolig
51.0,2,Hasle,0,ukendt,privat,3950.0,2026-05-31,findbolig
68.0,2,Trøjborg,1,ukendt,privat,10150.0,2025-09-29,findbolig
62.0,2,Trøjborg,1,ukendt,privat,9525.0,2025-07-05,findbolig
46.0,2,Skejby,0,ukendt,privat,5700.0,2025-09-25,findbolig
76.0,2,Centrum,0,ukendt,privat,13825.0,2025-11-18,findbolig
35.0,2,Trøjborg,0,ukendt,privat,3775.0,2026-04-10,findbolig
53.0,2,Vejlby,0,ukendt,privat,7125.0,2024-09-26,findbolig
69.0,4,Åbyhøj,0,ukendt,privat,9625.0,2024-09-03,findbolig
76.0,2,Centrum,0,ukendt,privat,13250.0,2025-06-21,findbolig
94.0,4,Aarhus C,0,ukendt,privat,18075.0,2025-11-21,findbolig
90.0,3,Brabrand,1,ukendt,privat,10200.0,2026-04-26,findbolig
24.0,1,Aarhus C,0,ukendt,privat,4400.0,2025-11-15,findbolig
113.0,3,Åbyhøj,0,ukendt,privat,9100.0,2024-11-25,findbolig
59.0,2,Aarhus C,0,ukendt,privat,10200.0,2024-09-30,findbolig
165.0,6,Viby,0,ukendt,privat,17525.0,2025-06-16,findbolig
111.0,5,Åbyhøj,1,ukendt,privat,13900.0,2026-04-14,findbolig
50.0,2,Brabrand,1,ukendt,privat,6075.0,2025-10-16,findbolig
64.0,2,Åbyhøj,0,ukendt,privat,8575.0,2025-01-02,findbolig
79.0,3,Trøjborg,1,ukendt,privat,11800.0,2026-01-29,findbolig
121.0,5,Viby,0,ukendt,privat,14725.0,2025-05-29,findbolig
83.0,3,Brabrand,1,ukendt,privat,7175.0,2026-02-05,findbolig
56.0,2,Åbyhøj,1,ukendt,privat,7325.0,2025-08-05,findbolig
72.0,2,Skejby,1,ukendt,privat,9425.0,2026-06-11,findbolig
65.0,3,Vejlby,0,ukendt,privat,8625.0,2025-07-29,findbolig
68.0,2,Vejlby,0,ukendt,privat,8175.0,2025-04-07,findbolig
85.0,3,Åbyhøj,1,ukendt,privat,10325.0,2026-07-23,findbolig
92.0,4,Skejby,0,ukendt,privat,8775.0,2024-11-15,findbolig
82.0,3,Viby,0,ukendt,privat,9175.0,2025-09-12,findbolig
40.0,1,Åbyhøj,0,ukendt,privat,5300.0,2024-11-11,findbolig
48.0,1,Åbyhøj,0,ukendt,privat,6125.0,2025-09-08,findbolig
64.0,2,Vejlby,0,ukendt,privat,8225.0,2024-11-26,findbolig
70.0,2,Risskov,1,ukendt,privat,11100.0,2025-03-15,findbolig
53.0,2,Centrum,0,ukendt,privat,9450.0,2024-11-10,findbolig
87.0,3,Vejlby,1,ukendt,privat,10600.0,2024-06-24,findbolig
53.0,2,Aarhus C,1,ukendt,privat,9850.0,2024-06-26,findbolig
110.0,3,Skejby,1,3,privat,13050.0,2024-07-24,lejebolig_dk
61.0,3,Skejby,0,1,almen,5475.0,2025-10-13,lejebolig_dk
56.0,2,Skejby,0,2,privat,7825.0,2024-11-03,lejebolig_dk
16.0,1,Brabrand,1,2,privat,2200.0,2025-03-18,lejebolig_dk
68.0,2,Åbyhøj,0,stuen,almen,4475.0,2025-12-22,lejebolig_dk
60.0,1,Trøjborg,0,3,almen,6325.0,2024-10-09,lejebolig_dk
55.0,1,Åbyhøj,0,1,privat,7125.0,2025-09-11,lejebolig_dk
76.0,3,Aarhus C,1,2,almen,8500.0,2025-07-27,lejebolig_dk
78.0,4,Aarhus C,0,3,privat,14625.0,2026-06-30,lejebolig_dk
42.0,1,Åbyhøj,0,4+,privat,5200.0,2024-08-25,lejebolig_dk
47.0,1,Risskov,0,2,privat,6950.0,2025-03-20,lejebolig_dk
57.0,2,Aarhus C,1,2,almen,6825.0,2024-10-15,lejebolig_dk
85.0,2,Risskov,1,stuen,almen,6700.0,2026-05-21,lejebolig_dk
81.0,2,Vejlby,0,stuen,privat,10550.0,2026-01-03,lejebolig_dk
37.0,1,Åbyhøj,1,3,almen,3000.0,2026-03-24,lejebolig_dk
41.0,1,Trøjborg,0,1,privat,6200.0,2026-04-11,lejebolig_dk
86.0,3,Viby,0,2,almen,7025.0,2026-05-04,lejebolig_dk
106.0,5,Aarhus C,0,1,almen,13675.0,2025-02-26,lejebolig_dk
67.0,2,Hasle,0,3,almen,5850.0,2025-05-13,lejebolig_dk
52.0,2,Vejlby,1,1,privat,6750.0,2026-04-04,lejebolig_dk
94.0,4,Trøjborg,1,3,almen,8600.0,2025-08-16,lejebolig_dk
61.0,3,Skejby,0,2,almen,5775.0,2026-04-20,lejebolig_dk
85.0,2,Brabrand,0,3,privat,8525.0,2025-01-07,lejebolig_dk
105.0,4,Vejlby,0,1,privat,12275.0,2025-05-25,lejebolig_dk
83.0,4,Vejlby,0,4+,almen,7150.0,2025-08-12,lejebolig_dk
70.0,2,Skejby,1,2,privat,9425.0,2025-02-16,lejebolig_dk
86.0,3,Hasle,1,2,privat,10975.0,2025-04-15,lejebolig_dk
53.0,1,Hasle,1,2,privat,5125.0,2025-03-30,lejebolig_dk
64.0,2,Centrum,0,1,privat,11500.0,2026-03-05,lejebolig_dk
54.0,1,Aarhus C,0,3,privat,9825.0,2024-09-12,lejebolig_dk
63.0,2,Centrum,0,1,privat,11075.0,2024-11-09,lejebolig_dk
56.0,3,Risskov,0,1,privat,9475.0,2025-06-19,lejebolig_dk
64.0,3,Centrum,0,4+,privat,10925.0,2024-11-02,lejebolig_dk
59.0,2,Trøjborg,1,1,privat,8750.0,2026-01-11,lejebolig_dk
70.0,2,Brabrand,1,3,privat,7050.0,2025-07-29,lejebolig_dk
70.0,3,Centrum,1,stuen,privat,12275.0,2025-07-22,lejebolig_dk
75.0,3,Risskov,1,2,privat,10900.0,2026-05-23,lejebolig_dk
102.0,4,Viby,0,stuen,privat,11725.0,2025-05-21,lejebolig_dk
31.0,1,Aarhus C,0,1,almen,3700.0,2025-01-01,lejebolig_dk
99.0,3,Risskov,0,1,privat,15250.0,2026-05-02,lejebolig_dk
62.0,3,Åbyhøj,0,2,almen,5450.0,2025-08-17,lejebolig_dk
38.0,1,Viby,1,stuen,privat,4000.0,2025-08-05,lejebolig_dk
64.0,2,Hasle,0,1,privat,8425.0,2025-01-12,lejebolig_dk
70.0,3,Centrum,0,3,almen,7550.0,2026-02-02,lejebolig_dk
94.0,4,Brabrand,1,3,privat,10050.0,2024-11-06,lejebolig_dk
43.0,2,Trøjborg,0,3,almen,4375.0,2026-05-05,lejebolig_dk
73.0,2,Aarhus C,0,2,almen,8150.0,2026-07-22,lejebolig_dk
71.0,3,Centrum,1,3,privat,12900.0,2026-06-20,lejebolig_dk
28.0,1,Trøjborg,0,2,privat,4175.0,2025-01-02,lejebolig_dk
40.0,1,Viby,1,1,privat,5000.0,2025-03-08,lejebolig_dk
82.0,3,Aarhus C,0,3,privat,15100.0,2024-06-14,lejebolig_dk
85.0,3,Centrum,0,1,privat,15200.0,2024-07-27,lejebolig_dk
94.0,4,Viby,0,stuen,privat,10350.0,2025-11-03,lejebolig_dk
81.0,3,Viby,0,4+,privat,9675.0,2026-04-18,lejebolig_dk
77.0,2,Centrum,1,stuen,almen,9050.0,2024-06-07,lejebolig_dk
71.0,2,Aarhus C,0,3,almen,8300.0,2026-05-22,lejebolig_dk
97.0,3,Vejlby,0,1,privat,11250.0,2024-07-18,lejebolig_dk
48.0,1,Viby,1,4+,almen,3150.0,2026-07-14,lejebolig_dk
65.0,3,Aarhus C,0,2,privat,11675.0,2025-01-04,lejebolig_dk
77.0,3,Åbyhøj,0,4+,privat,9950.0,2025-05-19,lejebolig_dk
30.0,2,Aarhus C,1,2,privat,5125.0,2025-12-12,lejebolig_dk
99.0,4,Vejlby,0,3,privat,13900.0,2025-03-17,lejebolig_dk
49.0,2,Aarhus C,1,2,privat,8700.0,2024-07-01,lejebolig_dk
66.0,2,Aarhus C,0,4+,privat,11850.0,2025-05-05,lejebolig_dk
120.0,4,Åbyhøj,0,2,privat,14925.0,2025-10-30,lejebolig_dk
48.0,1,Brabrand,0,4+,privat,4975.0,2026-05-21,lejebolig_dk
55.0,2,Aarhus C,1,2,almen,7075.0,2024-10-03,lejebolig_dk
105.0,4,Aarhus C,0,4+,almen,11275.0,2025-01-25,lejebolig_dk
42.0,1,Centrum,0,stuen,privat,7100.0,2025-05-15,lejebolig_dk
58.0,2,Viby,0,1,privat,6200.0,2025-01-04,lejebolig_dk
80.0,3,Centrum,0,4+,privat,13725.0,2024-07-06,lejebolig_dk
79.0,3,Centrum,1,1,privat,14775.0,2024-12-31,lejebolig_dk
82.0,3,Trøjborg,0,2,privat,11675.0,2025-08-26,lejebolig_dk
77.0,4,Hasle,1,2,almen,5775.0,2025-03-09,lejebolig_dk
100.0,5,Risskov,0,stuen,privat,14175.0,2025-06-12,lejebolig_dk
92.0,3,Trøjborg,1,stuen,privat,13150.0,2025-06-22,lejebolig_dk
82.0,3,Trøjborg,1,2,almen,7825.0,2025-10-10,lejebolig_dk
52.0,2,Åbyhøj,0,1,privat,6475.0,2024-07-25,lejebolig_dk
51.0,2,Trøjborg,0,4+,privat,7375.0,2024-06-14,lejebolig_dk
22.0,2,Viby,1,1,privat,2800.0,2026-06-13,lejebolig_dk
84.0,3,Centrum,0,1,privat,15100.0,2025-06-18,lejebolig_dk
24.0,2,Åbyhøj,1,stuen,almen,2200.0,2026-04-13,lejebolig_dk
89.0,4,Aarhus C,0,2,privat,15550.0,2026-02-07,lejebolig_dk
112.0,4,Hasle,1,4+,privat,11900.0,2026-02-27,lejebolig_dk
43.0,1,Trøjborg,1,4+,privat,6725.0,2024-11-20,lejebolig_dk
52.0,2,Brabrand,0,2,privat,4900.0,2025-12-21,lejebolig_dk
57.0,3,Vejlby,1,2,almen,4950.0,2026-02-26,lejebolig_dk
88.0,3,Centrum,0,2,privat,15275.0,2026-07-12,lejebolig_dk
47.0,2,Hasle,0,3,privat,5375.0,2024-06-18,lejebolig_dk
65.0,3,Risskov,1,stuen,almen,6900.0,2025-02-28,lejebolig_dk
55.0,3,Vejlby,1,4+,almen,4175.0,2025-03-12,lejebolig_dk
62.0,3,Viby,1,4+,privat,7825.0,2025-07-07,lejebolig_dk
99.0,3,Aarhus C,0,2,almen,10425.0,2025-11-14,lejebolig_dk
45.0,1,Centrum,0,1,privat,7975.0,2025-11-02,lejebolig_dk
70.0,3,Trøjborg,0,2,privat,11125.0,2024-12-23,lejebolig_dk
75.0,3,Risskov,1,2,almen,6775.0,2025-09-17,lejebolig_dk
89.0,3,Risskov,1,1,privat,15050.0,2025-02-15,lejebolig_dk
38.0,1,Centrum,0,stuen,almen,4450.0,2025-12-18,lejebolig_dk
95.0,3,Risskov,0,3,almen,7600.0,2025-04-03,lejebolig_dk
78.0,2,Brabrand,1,4+,privat,8925.0,2024-10-20,lejebolig_dk
89.0,3,Trøjborg,1,3,almen,9650.0,2026-01-18,lejebolig_dk
70.0,2,Trøjborg,0,1,privat,10075.0,2024-10-20,lejebolig_dk
29.0,1,Centrum,1,2,privat,4950.0,2025-08-03,lejebolig_dk
52.0,2,Centrum,0,1,almen,6025.0,2024-07-13,lejebolig_dk
88.0,3,Centrum,1,4+,privat,13975.0,2025-02-19,lejebolig_dk
69.0,3,Hasle,1,1,almen,5400.0,2024-10-18,lejebolig_dk
67.0,3,Hasle,1,1,almen,5675.0,2025-01-28,lejebolig_dk
111.0,4,Centrum,0,2,almen,11975.0,2025-05-11,lejebolig_dk
121.0,5,Trøjborg,0,3,privat,19050.0,2025-06-11,lejebolig_dk
67.0,3,Åbyhøj,0,2,privat,9900.0,2024-10-26,lejebolig_dk
114.0,4,Åbyhøj,1,stuen,privat,12700.0,2025-10-12,lejebolig_dk
20.0,2,Centrum,1,2,privat,3350.0,2025-10-03,lejebolig_dk
19.0,1,Aarhus C,0,3,privat,3350.0,2025-12-21,lejebolig_dk
89.0,4,Viby,0,1,privat,10875.0,2024-11-27,lejebolig_dk
62.0,2,Aarhus C,1,2,almen,7150.0,2025-03-10,lejebolig_dk
82.0,3,Trøjborg,1,1,privat,11400.0,2026-05-23,lejebolig_dk
80.0,2,Viby,1,1,almen,4975.0,2024-08-11,lejebolig_dk
66.0,3,Skejby,1,1,almen,5350.0,2024-06-30,lejebolig_dk
84.0,3,Trøjborg,0,2,almen,9100.0,2025-04-17,lejebolig_dk
72.0,2,Viby,1,3,privat,7550.0,2026-07-15,lejebolig_dk
31.0,1,Brabrand,1,3,privat,3025.0,2026-01-19,lejebolig_dk
73.0,3,Trøjborg,1,1,privat,11300.0,2024-10-02,lejebolig_dk
72.0,3,Hasle,1,1,almen,5375.0,2025-11-18,lejebolig_dk
112.0,4,Åbyhøj,1,1,privat,13350.0,2024-09-02,lejebolig_dk
41.0,1,Risskov,1,3,privat,6600.0,2026-04-11,lejebolig_dk
68.0,3,Brabrand,0,3,privat,7525.0,2025-02-09,lejebolig_dk
58.0,2,Viby,1,3,privat,6250.0,2025-04-10,lejebolig_dk
65.0,3,Aarhus C,0,1,privat,11575.0,2026-02-06,lejebolig_dk
108.0,4,Åbyhøj,0,1,almen,9750.0,2026-05-11,lejebolig_dk
77.0,3,Risskov,1,4+,privat,11575.0,2024-06-29,lejebolig_dk
57.0,2,Åbyhøj,0,2,privat,7425.0,2025-12-28,lejebolig_dk
72.0,3,Skejby,0,3,almen,6825.0,2026-04-09,lejebolig_dk
86.0,3,Risskov,1,1,privat,13800.0,2025-04-04,lejebolig_dk
44.0,1,Vejlby,0,2,privat,4725.0,2024-08-18,lejebolig_dk
62.0,2,Centrum,0,1,privat,10600.0,2024-12-23,lejebolig_dk
105.0,3,Trøjborg,0,2,privat,15075.0,2025-04-13,lejebolig_dk
89.0,3,Hasle,1,2,privat,10575.0,2025-01-22,lejebolig_dk
67.0,3,Skejby,0,4+,privat,9550.0,2024-08-18,lejebolig_dk
57.0,2,Risskov,1,1,almen,6050.0,2026-06-11,lejebolig_dk
64.0,3,Centrum,1,3,almen,6975.0,2026-07-12,lejebolig_dk
31.0,2,Vejlby,1,1,privat,3650.0,2026-01-02,lejebolig_dk
91.0,2,Trøjborg,0,2,almen,8550.0,2025-03-13,lejebolig_dk
76.0,3,Brabrand,1,4+,almen,4850.0,2025-02-28,lejebolig_dk
71.0,2,Risskov,0,1,privat,11825.0,2025-07-13,lejebolig_dk
37.0,2,Hasle,1,2,almen,2975.0,2025-04-18,lejebolig_dk
51.0,2,Centrum,0,4+,almen,5800.0,2025-04-03,lejebolig_dk
80.0,3,Viby,0,3,almen,6650.0,2025-04-10,lejebolig_dk
74.0,3,Hasle,1,4+,privat,8425.0,2026-04-25,lejebolig_dk
56.0,2,Centrum,1,2,almen,6050.0,2025-01-14,lejebolig_dk
80.0,3,Trøjborg,0,1,privat,11725.0,2026-07-22,lejebolig_dk
91.0,2,Skejby,0,stuen,privat,12525.0,2025-07-08,lejebolig_dk
52.0,1,Trøjborg,1,4+,privat,7975.0,2026-04-12,lejebolig_dk
55.0,2,Aarhus C,0,stuen,almen,6675.0,2025-03-23,lejebolig_dk
47.0,1,Viby,1,4+,almen,3575.0,2025-07-14,lejebolig_dk
40.0,1,Trøjborg,0,4+,privat,5750.0,2026-06-12,lejebolig_dk
87.0,4,Centrum,1,4+,privat,15625.0,2025-01-27,lejebolig_dk
80.0,3,Aarhus C,0,3,almen,9075.0,2025-04-25,lejebolig_dk
76.0,3,Åbyhøj,0,3,almen,7050.0,2024-10-13,lejebolig_dk
40.0,1,Risskov,0,1,privat,5875.0,2025-05-25,lejebolig_dk
43.0,2,Viby,1,3,privat,4925.0,2025-10-20,lejebolig_dk
66.0,2,Centrum,0,2,privat,11675.0,2025-04-30,lejebolig_dk
58.0,2,Aarhus C,0,2,privat,10775.0,2025-11-15,lejebolig_dk
71.0,2,Hasle,1,stuen,almen,4875.0,2025-01-14,lejebolig_dk
51.0,2,Trøjborg,1,stuen,almen,4675.0,2025-12-03,lejebolig_dk
84.0,4,Hasle,1,3,privat,9575.0,2025-02-10,lejebolig_dk
111.0,3,Åbyhøj,0,stuen,almen,7825.0,2024-07-25,lejebolig_dk
105.0,3,Hasle,1,3,almen,8800.0,2024-06-17,lejebolig_dk
107.0,4,Brabrand,1,2,almen,7750.0,2026-07-05,lejebolig_dk
70.0,2,Aarhus C,0,stuen,almen,7100.0,2025-12-07,lejebolig_dk
90.0,3,Centrum,1,2,privat,14975.0,2026-03-31,lejebolig_dk
59.0,3,Centrum,0,3,almen,7050.0,2025-03-24,lejebolig_dk
90.0,3,Brabrand,0,4+,almen,5750.0,2026-05-13,lejebolig_dk
59.0,3,Skejby,0,1,almen,4775.0,2025-01-31,lejebolig_dk
56.0,2,Hasle,1,1,privat,7150.0,2025-04-27,lejebolig_dk
53.0,1,Brabrand,1,2,privat,5175.0,2025-01-15,lejebolig_dk
85.0,3,Viby,1,2,privat,9475.0,2024-09-04,lejebolig_dk
75.0,3,Hasle,1,1,privat,9250.0,2026-05-11,lejebolig_dk
72.0,2,Brabrand,1,1,privat,7075.0,2025-05-30,lejebolig_dk
41.0,1,Vejlby,0,stuen,privat,5025.0,2024-11-21,lejebolig_dk
71.0,3,Viby,1,2,privat,8275.0,2024-06-30,lejebolig_dk
