size_m2,rooms,area,pets_allowed,floor,housing_type,rent_kr,listed_date,kilde,befolkningstal,andel_studerende_pct,afstand_til_centrum_km,price_per_m2,listed_month,is_almen
56.0,1,Skejby,1,ukendt,privat,6375.0,2024-07-26,lejeboligmatch,6700,8,7.8,113.8,7,0
64.0,3,Trøjborg,0,ukendt,privat,13875.0,2026-01-03,lejeboligmatch,7300,45,2.1,216.8,1,0
51.0,2,Aarhus C,1,ukendt,almen,6675.0,2025-07-20,lejeboligmatch,8200,18,0.5,130.9,7,1
69.0,2,Åbyhøj,1,ukendt,almen,5575.0,2025-03-11,lejeboligmatch,11200,15,3.5,80.8,3,1
59.0,2,Åbyhøj,1,ukendt,privat,6925.0,2025-07-19,lejeboligmatch,11200,15,3.5,117.4,7,0
73.0,2,Åbyhøj,0,ukendt,privat,9250.0,2025-09-20,lejeboligmatch,11200,15,3.5,126.7,9,0
76.0,3,Åbyhøj,0,ukendt,privat,9350.0,2026-02-04,lejeboligmatch,11200,15,3.5,123.0,2,0
82.0,3,Vejlby,1,ukendt,privat,10575.0,2026-05-09,lejeboligmatch,9800,20,5.2,129.0,5,0
80.0,4,Viby,0,ukendt,almen,6525.0,2026-07-10,lejeboligmatch,15600,28,6.0,81.6,7,1
88.0,2,Brabrand,1,ukendt,privat,8875.0,2026-07-08,lejeboligmatch,13100,24,5.5,100.9,7,0
78.0,4,Centrum,1,ukendt,privat,14275.0,2025-09-05,lejeboligmatch,6100,22,0.2,183.0,9,0
73.0,3,Skejby,0,ukendt,privat,10200.0,2024-07-24,lejeboligmatch,6700,8,7.8,139.7,7,0
56.0,2,Aarhus C,1,ukendt,almen,6700.0,2025-08-16,lejeboligmatch,8200,18,0.5,119.6,8,1
16.0,1,Vejlby,0,ukendt,almen,2200.0,2026-04-28,lejeboligmatch,9800,20,5.2,137.5,4,1
59.0,2,Trøjborg,1,ukendt,almen,5450.0,2024-12-17,lejeboligmatch,7300,45,2.1,92.4,12,1
49.0,1,Hasle,1,ukendt,privat,5325.0,2026-01-14,lejeboligmatch,10300,19,3.9,108.7,1,0
51.0,3,Vejlby,0,ukendt,privat,7375.0,2024-12-11,lejeboligmatch,9800,20,5.2,144.6,12,0
26.0,1,Åbyhøj,1,ukendt,privat,3275.0,2025-06-29,lejeboligmatch,11200,15,3.5,126.0,6,0
86.0,3,Risskov,1,ukendt,privat,12750.0,2024-09-13,lejeboligmatch,9400,12,4.8,148.3,9,0
23.0,1,Risskov,1,ukendt,almen,2200.0,2026-02-06,lejeboligmatch,9400,12,4.8,95.7,2,1
78.0,3,Hasle,0,ukendt,almen,7400.0,2025-01-14,lejeboligmatch,10300,19,3.9,94.9,1,1
62.0,3,Centrum,0,ukendt,privat,11475.0,2024-08-11,lejeboligmatch,6100,22,0.2,185.1,8,0
78.0,3,Trøjborg,0,ukendt,almen,6475.0,2026-06-03,lejeboligmatch,7300,45,2.1,83.0,6,1
89.0,3,Skejby,0,ukendt,privat,12550.0,2025-06-26,lejeboligmatch,6700,8,7.8,141.0,6,0
116.0,4,Risskov,0,ukendt,almen,11075.0,2025-05-11,lejeboligmatch,9400,12,4.8,95.5,5,1
101.0,3,Viby,0,ukendt,almen,7275.0,2024-06-26,lejeboligmatch,15600,28,6.0,72.0,6,1
93.0,4,Risskov,1,ukendt,almen,8600.0,2025-12-29,lejeboligmatch,9400,12,4.8,92.5,12,1
103.0,4,Åbyhøj,0,ukendt,privat,13675.0,2025-11-09,lejeboligmatch,11200,15,3.5,132.8,11,0
69.0,3,Vejlby,0,ukendt,almen,6650.0,2024-10-26,lejeboligmatch,9800,20,5.2,96.4,10,1
70.0,3,Risskov,0,ukendt,privat,9925.0,2026-07-03,lejeboligmatch,9400,12,4.8,141.8,7,0
56.0,2,Skejby,1,ukendt,almen,4375.0,2025-05-20,lejeboligmatch,6700,8,7.8,78.1,5,1
75.0,4,Skejby,0,ukendt,privat,9775.0,2025-09-25,lejeboligmatch,6700,8,7.8,130.3,9,0
95.0,3,Trøjborg,0,ukendt,privat,13325.0,2026-07-19,lejeboligmatch,7300,45,2.1,140.3,7,0
68.0,2,Åbyhøj,0,ukendt,privat,7850.0,2025-10-15,lejeboligmatch,11200,15,3.5,115.4,10,0
68.0,3,Aarhus C,1,ukendt,privat,11675.0,2025-02-08,lejeboligmatch,8200,18,0.5,171.7,2,0
53.0,2,Aarhus C,1,ukendt,almen,5775.0,2024-07-05,lejeboligmatch,8200,18,0.5,109.0,7,1
106.0,4,Viby,1,ukendt,almen,8825.0,2024-12-28,lejeboligmatch,15600,28,6.0,83.3,12,1
68.0,2,Aarhus C,0,ukendt,privat,10875.0,2025-08-09,lejeboligmatch,8200,18,0.5,159.9,8,0
81.0,3,Centrum,1,ukendt,privat,13950.0,2024-06-20,lejeboligmatch,6100,22,0.2,172.2,6,0
63.0,2,Risskov,1,ukendt,privat,9925.0,2024-08-13,lejeboligmatch,9400,12,4.8,157.5,8,0
65.0,3,Aarhus C,0,ukendt,privat,13725.0,2024-06-24,lejeboligmatch,8200,18,0.5,211.2,6,0
24.0,1,Aarhus C,0,ukendt,privat,4600.0,2026-01-21,lejeboligmatch,8200,18,0.5,191.7,1,0
71.0,3,Aarhus C,0,ukendt,privat,13400.0,2024-06-21,lejeboligmatch,8200,18,0.5,188.7,6,0
53.0,2,Åbyhøj,1,ukendt,almen,4400.0,2024-10-15,lejeboligmatch,11200,15,3.5,83.0,10,1
99.0,3,Brabrand,0,ukendt,privat,11750.0,2025-04-16,lejeboligmatch,13100,24,5.5,118.7,4,0
87.0,4,Aarhus C,1,ukendt,privat,16100.0,2024-09-16,lejeboligmatch,8200,18,0.5,185.1,9,0
61.0,3,Vejlby,0,ukendt,privat,8275.0,2024-08-28,lejeboligmatch,9800,20,5.2,135.7,8,0
51.0,2,Vejlby,0,ukendt,privat,5750.0,2025-02-27,lejeboligmatch,9800,20,5.2,112.7,2,0
45.0,1,Vejlby,0,ukendt,almen,3650.0,2025-12-22,lejeboligmatch,9800,20,5.2,81.1,12,1
74.0,4,Viby,1,ukendt,privat,8975.0,2026-05-06,lejeboligmatch,15600,28,6.0,121.3,5,0
51.0,2,Trøjborg,0,ukendt,almen,4225.0,2024-07-16,lejeboligmatch,7300,45,2.1,82.8,7,1
109.0,4,Skejby,0,ukendt,privat,14425.0,2024-08-12,lejeboligmatch,6700,8,7.8,132.3,8,0
43.0,2,Risskov,1,ukendt,privat,6725.0,2025-06-22,lejeboligmatch,9400,12,4.8,156.4,6,0
74.0,2,Viby,1,ukendt,almen,3525.0,2024-06-01,lejeboligmatch,15600,28,6.0,47.6,6,1
44.0,2,Viby,0,ukendt,almen,3525.0,2025-02-11,lejeboligmatch,15600,28,6.0,80.1,2,1
33.0,1,Vejlby,1,ukendt,almen,2825.0,2026-07-03,lejeboligmatch,9800,20,5.2,85.6,7,1
77.0,2,Aarhus C,0,ukendt,privat,13400.0,2025-04-25,lejeboligmatch,8200,18,0.5,174.0,4,0
49.0,2,Skejby,0,ukendt,almen,4150.0,2024-10-15,lejeboligmatch,6700,8,7.8,84.7,10,1
96.0,4,Hasle,0,ukendt,privat,11625.0,2026-05-26,lejeboligmatch,10300,19,3.9,121.1,5,0
69.0,3,Åbyhøj,1,ukendt,privat,8875.0,2024-11-15,lejeboligmatch,11200,15,3.5,128.6,11,0
22.0,1,Åbyhøj,0,ukendt,almen,2200.0,2025-07-19,lejeboligmatch,11200,15,3.5,100.0,7,1
47.0,1,Åbyhøj,0,ukendt,privat,4950.0,2026-04-13,lejeboligmatch,11200,15,3.5,105.3,4,0
67.0,3,Skejby,0,ukendt,almen,6125.0,2026-03-13,lejeboligmatch,6700,8,7.8,91.4,3,1
98.0,4,Viby,0,ukendt,almen,6900.0,2026-04-07,lejeboligmatch,15600,28,6.0,70.4,4,1
64.0,1,Trøjborg,0,ukendt,privat,7500.0,2024-08-30,lejeboligmatch,7300,45,2.1,117.2,8,0
60.0,2,Centrum,0,ukendt,privat,11525.0,2025-11-04,lejeboligmatch,6100,22,0.2,192.1,11,0
31.0,1,Viby,0,ukendt,privat,3550.0,2024-08-16,lejeboligmatch,15600,28,6.0,114.5,8,0
97.0,4,Hasle,1,ukendt,privat,11200.0,2026-07-06,lejeboligmatch,10300,19,3.9,115.5,7,0
16.0,1,Risskov,1,ukendt,almen,2200.0,2025-11-11,lejeboligmatch,9400,12,4.8,137.5,11,1
73.0,2,Aarhus C,1,ukendt,privat,13150.0,2026-06-04,lejeboligmatch,8200,18,0.5,180.1,6,0
67.0,3,Aarhus C,1,ukendt,almen,7475.0,2025-04-07,lejeboligmatch,8200,18,0.5,111.6,4,1
75.0,3,Hasle,0,ukendt,privat,9325.0,2024-07-17,lejeboligmatch,10300,19,3.9,124.3,7,0
82.0,3,Vejlby,1,ukendt,almen,6675.0,2025-06-05,lejeboligmatch,9800,20,5.2,81.4,6,1
93.0,3,Trøjborg,1,ukendt,privat,12550.0,2024-08-03,lejeboligmatch,7300,45,2.1,134.9,8,0
68.0,2,Centrum,0,ukendt,privat,11400.0,2025-04-07,lejeboligmatch,6100,22,0.2,167.6,4,0
26.0,1,Trøjborg,1,ukendt,privat,3625.0,2024-10-23,lejeboligmatch,7300,45,2.1,139.4,10,0
105.0,3,Skejby,0,ukendt,almen,8500.0,2025-07-12,lejeboligmatch,6700,8,7.8,81.0,7,1
53.0,3,Brabrand,0,ukendt,privat,5975.0,2025-10-18,lejeboligmatch,13100,24,5.5,112.7,10,0
89.0,3,Skejby,0,ukendt,privat,11350.0,2025-09-16,lejeboligmatch,6700,8,7.8,127.5,9,0
60.0,2,Viby,0,ukendt,almen,3975.0,2025-10-06,lejeboligmatch,15600,28,6.0,66.2,10,1
85.0,3,Trøjborg,1,ukendt,almen,8150.0,2025-11-22,lejeboligmatch,7300,45,2.1,95.9,11,1
69.0,3,Brabrand,1,ukendt,privat,7100.0,2026-05-12,lejeboligmatch,13100,24,5.5,102.9,5,0
57.0,3,Centrum,1,ukendt,privat,9350.0,2026-03-26,lejeboligmatch,6100,22,0.2,164.0,3,0
88.0,2,Åbyhøj,1,ukendt,privat,10500.0,2026-01-29,lejeboligmatch,11200,15,3.5,119.3,1,0
16.0,1,Trøjborg,0,ukendt,privat,2450.0,2026-01-29,lejeboligmatch,7300,45,2.1,153.1,1,0
67.0,2,Centrum,1,ukendt,almen,7350.0,2025-05-26,lejeboligmatch,6100,22,0.2,109.7,5,1
67.0,3,Centrum,1,ukendt,privat,11750.0,2026-03-07,lejeboligmatch,6100,22,0.2,175.4,3,0
76.0,3,Trøjborg,0,ukendt,privat,11375.0,2024-09-15,lejeboligmatch,7300,45,2.1,149.7,9,0
53.0,1,Aarhus C,0,ukendt,almen,5850.0,2024-06-18,lejeboligmatch,8200,18,0.5,110.4,6,1
20.0,1,Aarhus C,0,ukendt,almen,2325.0,2025-05-06,lejeboligmatch,8200,18,0.5,116.2,5,1
75.0,3,Åbyhøj,1,ukendt,privat,8425.0,2025-10-30,lejeboligmatch,11200,15,3.5,112.3,10,0
38.0,2,Viby,0,ukendt,privat,4900.0,2024-11-12,lejeboligmatch,15600,28,6.0,128.9,11,0
82.0,3,Viby,1,ukendt,privat,9575.0,2026-02-22,lejeboligmatch,15600,28,6.0,116.8,2,0
76.0,3,Aarhus C,0,ukendt,almen,9275.0,2024-06-18,lejeboligmatch,8200,18,0.5,122.0,6,1
66.0,2,Aarhus C,1,ukendt,privat,10925.0,2026-04-19,lejeboligmatch,8200,18,0.5,165.5,4,0
103.0,4,Aarhus C,1,ukendt,privat,17725.0,2024-10-06,lejeboligmatch,8200,18,0.5,172.1,10,0
68.0,3,Risskov,0,ukendt,privat,14675.0,2025-08-06,lejeboligmatch,9400,12,4.8,215.8,8,0
42.0,1,Vejlby,1,ukendt,privat,4800.0,2026-04-27,lejeboligmatch,9800,20,5.2,114.3,4,0
24.0,1,Vejlby,0,ukendt,almen,2200.0,2026-05-03,lejeboligmatch,9800,20,5.2,91.7,5,1
100.0,4,Hasle,1,ukendt,almen,9175.0,2025-11-28,lejeboligmatch,10300,19,3.9,91.8,11,1
122.0,5,Viby,1,ukendt,privat,13225.0,2026-05-10,lejeboligmatch,15600,28,6.0,108.4,5,0
49.0,2,Viby,0,ukendt,almen,3650.0,2024-08-30,lejeboligmatch,15600,28,6.0,74.5,8,1
67.0,3,Skejby,1,ukendt,privat,9750.0,2026-04-22,lejeboligmatch,6700,8,7.8,145.5,4,0
44.0,3,Risskov,0,ukendt,privat,6475.0,2024-07-06,lejeboligmatch,9400,12,4.8,147.2,7,0
51.0,2,Hasle,0,ukendt,privat,6000.0,2024-08-19,lejeboligmatch,10300,19,3.9,117.6,8,0
138.0,5,Hasle,0,ukendt,privat,18350.0,2024-10-17,lejeboligmatch,10300,19,3.9,133.0,10,0
77.0,3,Viby,1,ukendt,almen,5300.0,2025-04-11,lejeboligmatch,15600,28,6.0,68.8,4,1
69.0,2,Brabrand,0,ukendt,almen,5200.0,2026-03-21,lejeboligmatch,13100,24,5.5,75.4,3,1
71.0,3,Skejby,1,ukendt,privat,9450.0,2024-08-07,lejeboligmatch,6700,8,7.8,133.1,8,0
70.0,1,Vejlby,1,ukendt,almen,2875.0,2025-04-21,lejeboligmatch,9800,20,5.2,41.1,4,1
76.0,3,Skejby,0,ukendt,privat,9975.0,2024-09-25,lejeboligmatch,6700,8,7.8,131.2,9,0
112.0,5,Centrum,0,ukendt,almen,13000.0,2024-12-14,lejeboligmatch,6100,22,0.2,116.1,12,1
103.0,4,Aarhus C,1,ukendt,almen,11500.0,2026-03-12,lejeboligmatch,8200,18,0.5,111.7,3,1
55.0,2,Centrum,1,ukendt,almen,6750.0,2024-06-21,lejeboligmatch,6100,22,0.2,122.7,6,1
46.0,2,Centrum,0,ukendt,almen,4850.0,2024-11-20,lejeboligmatch,6100,22,0.2,105.4,11,1
84.0,4,Risskov,1,ukendt,privat,12725.0,2024-06-27,lejeboligmatch,9400,12,4.8,151.5,6,0
68.0,3,Risskov,0,ukendt,almen,5700.0,2024-08-09,lejeboligmatch,9400,12,4.8,83.8,8,1
65.0,3,Viby,0,ukendt,almen,5575.0,2024-11-07,lejeboligmatch,15600,28,6.0,85.8,11,1
49.0,1,Risskov,1,ukendt,almen,4800.0,2024-06-26,lejeboligmatch,9400,12,4.8,98.0,6,1
87.0,3,Brabrand,0,ukendt,privat,9625.0,2025-09-15,lejeboligmatch,13100,24,5.5,110.6,9,0
69.0,2,Brabrand,0,ukendt,privat,6925.0,2024-12-04,lejeboligmatch,13100,24,5.5,100.4,12,0
67.0,3,Brabrand,0,ukendt,privat,7500.0,2026-02-05,lejeboligmatch,13100,24,5.5,111.9,2,0
68.0,3,Risskov,0,ukendt,privat,11100.0,2024-06-25,lejeboligmatch,9400,12,4.8,163.2,6,0
77.0,3,Viby,0,ukendt,privat,8525.0,2026-06-06,lejeboligmatch,15600,28,6.0,110.7,6,0
43.0,1,Viby,0,ukendt,almen,3700.0,2025-12-24,lejeboligmatch,15600,28,6.0,86.0,12,1
42.0,2,Skejby,0,ukendt,almen,3575.0,2024-09-25,lejeboligmatch,6700,8,7.8,85.1,9,1
16.0,1,Åbyhøj,1,ukendt,privat,2200.0,2025-01-07,lejeboligmatch,11200,15,3.5,137.5,1,0
75.0,3,Trøjborg,1,ukendt,almen,7725.0,2024-08-14,lejeboligmatch,7300,45,2.1,103.0,8,1
113.0,4,Vejlby,1,ukendt,privat,13775.0,2025-11-04,lejeboligmatch,9800,20,5.2,121.9,11,0
92.0,3,Trøjborg,1,ukendt,privat,13275.0,2025-03-19,lejeboligmatch,7300,45,2.1,144.3,3,0
67.0,3,Aarhus C,1,ukendt,privat,12375.0,2024-10-03,lejeboligmatch,8200,18,0.5,184.7,10,0
40.0,2,Skejby,1,ukendt,privat,5600.0,2026-07-03,lejeboligmatch,6700,8,7.8,140.0,7,0
59.0,2,Aarhus C,1,ukendt,almen,6175.0,2026-05-18,lejeboligmatch,8200,18,0.5,104.7,5,1
52.0,2,Brabrand,0,ukendt,privat,5575.0,2025-06-22,lejeboligmatch,13100,24,5.5,107.2,6,0
76.0,2,Åbyhøj,1,ukendt,privat,9725.0,2026-01-29,lejeboligmatch,11200,15,3.5,128.0,1,0
61.0,2,Hasle,0,ukendt,privat,7400.0,2026-03-20,lejeboligmatch,10300,19,3.9,121.3,3,0
78.0,3,Vejlby,0,ukendt,privat,10725.0,2026-04-18,lejeboligmatch,9800,20,5.2,137.5,4,0
57.0,2,Hasle,0,ukendt,privat,6500.0,2025-05-02,lejeboligmatch,10300,19,3.9,114.0,5,0
35.0,1,Skejby,1,ukendt,almen,2675.0,2026-06-22,lejeboligmatch,6700,8,7.8,76.4,6,1
108.0,4,Trøjborg,1,ukendt,privat,14625.0,2024-12-20,lejeboligmatch,7300,45,2.1,135.4,12,0
35.0,2,Aarhus C,0,ukendt,privat,6625.0,2025-06-23,lejeboligmatch,8200,18,0.5,189.3,6,0
37.0,2,Aarhus C,1,ukendt,privat,6350.0,2026-03-04,lejeboligmatch,8200,18,0.5,171.6,3,0
49.0,1,Centrum,1,ukendt,privat,8150.0,2026-06-09,lejeboligmatch,6100,22,0.2,166.3,6,0
54.0,2,Brabrand,1,ukendt,privat,5075.0,2026-03-25,lejeboligmatch,13100,24,5.5,94.0,3,0
86.0,4,Åbyhøj,0,ukendt,almen,6275.0,2026-07-02,lejeboligmatch,11200,15,3.5,73.0,7,1
29.0,1,Skejby,1,ukendt,privat,3950.0,2024-10-10,findbolig,6700,8,7.8,136.2,10,0
66.0,2,Hasle,1,ukendt,privat,7200.0,2026-05-05,findbolig,10300,19,3.9,109.1,5,0
25.0,1,Aarhus C,1,ukendt,privat,3125.0,2024-08-16,findbolig,8200,18,0.5,125.0,8,0
74.0,2,Risskov,0,ukendt,privat,8000.0,2024-07-21,findbolig,9400,12,4.8,108.1,7,0
74.0,3,Trøjborg,1,ukendt,privat,10675.0,2024-08-20,findbolig,7300,45,2.1,144.3,8,0
59.0,2,Aarhus C,1,ukendt,privat,6025.0,2024-12-12,findbolig,8200,18,0.5,102.1,12,0
68.0,3,Trøjborg,0,ukendt,privat,10925.0,2025-03-11,findbolig,7300,45,2.1,160.7,3,0
76.0,3,Centrum,0,ukendt,privat,14800.0,2025-11-19,findbolig,6100,22,0.2,194.7,11,0
90.0,3,Centrum,0,ukendt,privat,8650.0,2024-12-05,findbolig,6100,22,0.2,96.1,12,0
59.0,2,Trøjborg,0,ukendt,privat,8775.0,2024-08-17,findbolig,7300,45,2.1,148.7,8,0
108.0,4,Risskov,0,ukendt,privat,16500.0,2024-12-04,findbolig,9400,12,4.8,152.8,12,0
39.0,2,Centrum,1,ukendt,privat,6950.0,2025-11-02,findbolig,6100,22,0.2,178.2,11,0
108.0,5,Åbyhøj,0,ukendt,privat,13425.0,2025-09-27,findbolig,11200,15,3.5,124.3,9,0
20.0,1,Vejlby,0,ukendt,privat,2200.0,2025-09-20,findbolig,9800,20,5.2,110.0,9,0
57.0,1,Centrum,0,ukendt,privat,10825.0,2025-06-10,findbolig,6100,22,0.2,189.9,6,0
101.0,3,Vejlby,0,ukendt,privat,12125.0,2024-12-23,findbolig,9800,20,5.2,120.0,12,0
74.0,3,Vejlby,1,ukendt,privat,8950.0,2025-10-08,findbolig,9800,20,5.2,120.9,10,0
85.0,3,Hasle,0,ukendt,privat,10450.0,2024-06-04,findbolig,10300,19,3.9,122.9,6,0
89.0,3,Hasle,0,ukendt,privat,10725.0,2026-06-25,findbolig,10300,19,3.9,120.5,6,0
85.0,3,Aarhus C,1,ukendt,privat,15650.0,2025-06-15,findbolig,8200,18,0.5,184.1,6,0
35.0,2,Trøjborg,0,ukendt,privat,3100.0,2025-10-07,findbolig,7300,45,2.1,88.6,10,0
44.0,1,Aarhus C,0,ukendt,privat,4975.0,2026-04-26,findbolig,8200,18,0.5,113.1,4,0
64.0,3,Trøjborg,0,ukendt,privat,10400.0,2024-07-07,findbolig,7300,45,2.1,162.5,7,0
75.0,3,Brabrand,1,ukendt,privat,7900.0,2025-08-15,findbolig,13100,24,5.5,105.3,8,0
75.0,3,Åbyhøj,1,ukendt,privat,5975.0,2025-09-05,findbolig,11200,15,3.5,79.7,9,0
63.0,2,Viby,0,ukendt,privat,7550.0,2026-06-25,findbolig,15600,28,6.0,119.8,6,0
59.0,1,Centrum,0,ukendt,privat,10350.0,2026-01-19,findbolig,6100,22,0.2,175.4,1,0
103.0,3,Viby,0,ukendt,privat,11200.0,2024-09-13,findbolig,15600,28,6.0,108.7,9,0
73.0,3,Risskov,0,ukendt,privat,7225.0,2025-06-18,findbolig,9400,12,4.8,99.0,6,0
79.0,2,Centrum,0,ukendt,privat,8000.0,2026-01-27,findbolig,6100,22,0.2,101.3,1,0
63.0,2,Risskov,1,ukendt,privat,6125.0,2026-03-19,findbolig,9400,12,4.8,97.2,3,0
56.0,3,Hasle,1,ukendt,privat,7250.0,2025-03-25,findbolig,10300,19,3.9,129.5,3,0
78.0,2,Viby,1,ukendt,privat,4950.0,2025-01-12,findbolig,15600,28,6.0,63.5,1,0
92.0,4,Viby,0,ukendt,privat,5775.0,2026-06-03,findbolig,15600,28,6.0,62.8,6,0
97.0,3,Skejby,0,ukendt,privat,7200.0,2026-03-18,findbolig,6700,8,7.8,74.2,3,0
79.0,3,Brabrand,1,ukendt,privat,4575.0,2025-05-31,findbolig,13100,24,5.5,57.9,5,0
35.0,1,Centrum,1,ukendt,privat,6350.0,2025-10-17,findbolig,6100,22,0.2,181.4,10,0
87.0,4,Åbyhøj,1,ukendt,privat,10700.0,2024-06-02,findbolig,11200,15,3.5,123.0,6,0
30.0,1,Centrum,0,ukendt,privat,5000.0,2026-04-29,findbolig,6100,22,0.2,166.7,4,0
40.0,1,Centrum,1,ukendt,privat,6975.0,2025-02-25,findbolig,6100,22,0.2,174.4,2,0
53.0,2,Aarhus C,0,ukendt,privat,9900.0,2025-03-17,findbolig,8200,18,0.5,186.8,3,0
49.0,3,Hasle,1,ukendt,privat,4100.0,2024-09-13,findbolig,10300,19,3.9,83.7,9,0
90.0,3,Aarhus C,0,ukendt,privat,15825.0,2026-07-05,findbolig,8200,18,0.5,175.8,7,0
79.0,3,Åbyhøj,1,ukendt,privat,5850.0,2026-01-23,findbolig,11200,15,3.5,74.1,1,0
83.0,2,Skejby,0,ukendt,privat,11800.0,2024-08-06,findbolig,6700,8,7.8,142.2,8,0
51.0,1,Åbyhøj,0,ukendt,privat,6175.0,2024-07-25,findbolig,11200,15,3.5,121.1,7,0
72.0,3,Viby,0,ukendt,privat,8150.0,2024-09-18,findbolig,15600,28,6.0,113.2,9,0
98.0,4,Viby,1,ukendt,privat,7025.0,2025-01-02,findbolig,15600,28,6.0,71.7,1,0
39.0,1,Trøjborg,1,ukendt,privat,3075.0,2024-12-28,findbolig,7300,45,2.1,78.8,12,0
55.0,2,Risskov,0,ukendt,privat,5625.0,2025-10-17,findbolig,9400,12,4.8,102.3,10,0
54.0,2,Aarhus C,1,ukendt,privat,6875.0,2026-07-28,findbolig,8200,18,0.5,127.3,7,0
44.0,2,Trøjborg,1,ukendt,privat,4550.0,2025-05-17,findbolig,7300,45,2.1,103.4,5,0
73.0,2,Vejlby,1,ukendt,privat,9100.0,2024-06-26,findbolig,9800,20,5.2,124.7,6,0
85.0,3,Hasle,1,ukendt,privat,10075.0,2024-09-14,findbolig,10300,19,3.9,118.5,9,0
75.0,3,Centrum,0,ukendt,privat,13500.0,2025-03-17,findbolig,6100,22,0.2,180.0,3,0
71.0,2,Åbyhøj,1,ukendt,privat,8750.0,2024-06-03,findbolig,11200,15,3.5,123.2,6,0
105.0,4,Brabrand,0,ukendt,privat,10575.0,2024-08-24,findbolig,13100,24,5.5,100.7,8,0
51.0,2,Vejlby,0,ukendt,privat,6350.0,2024-06-12,findbolig,9800,20,5.2,124.5,6,0
66.0,3,Risskov,0,ukendt,privat,6975.0,2026-02-07,findbolig,9400,12,4.8,105.7,2,0
99.0,3,Aarhus C,0,ukendt,privat,11425.0,2024-08-17,findbolig,8200,18,0.5,115.4,8,0
84.0,3,Vejlby,1,ukendt,privat,10725.0,2025-04-16,findbolig,9800,20,5.2,127.7,4,0
30.0,1,Risskov,1,ukendt,privat,4250.0,2025-10-23,findbolig,9400,12,4.8,141.7,10,0
126.0,5,Åbyhøj,1,ukendt,privat,13800.0,2025-11-21,findbolig,11200,15,3.5,109.5,11,0
92.0,3,Centrum,0,ukendt,privat,16675.0,2024-10-19,findbolig,6100,22,0.2,181.2,10,0
86.0,3,Vejlby,1,ukendt,privat,9700.0,2025-07-21,findbolig,9800,20,5.2,112.8,7,0
48.0,2,Trøjborg,0,ukendt,privat,6575.0,2026-04-27,findbolig,7300,45,2.1,137.0,4,0
52.0,2,Risskov,0,ukendt,privat,8000.0,2026-01-31,findbolig,9400,12,4.8,153.8,1,0
98.0,4,Risskov,0,ukendt,privat,15750.0,2025-05-12,findbolig,9400,12,4.8,160.7,5,0
75.0,4,Hasle,1,ukendt,privat,4700.0,2024-12-07,findbolig,10300,19,3.9,62.7,12,0
69.0,3,Åbyhøj,1,ukendt,privat,9225.0,2026-03-14,findbolig,11200,15,3.5,133.7,3,0
89.0,3,Risskov,1,ukendt,privat,9025.0,2026-01-07,findbolig,9400,12,4.8,101.4,1,0
33.0,1,Skejby,1,ukendt,privat,2850.0,2026-07-07,findbolig,6700,8,7.8,86.4,7,0
81.0,2,Risskov,0,ukendt,privat,11850.0,2025-05-19,findbolig,9400,12,4.8,146.3,5,0
63.0,2,Åbyhøj,1,ukendt,privat,5125.0,2026-05-18,findbolig,11200,15,3.5,81.3,5,0
95.0,3,Åbyhøj,1,ukendt,privat,10875.0,2025-12-09,findbolig,11200,15,3.5,114.5,12,0
65.0,3,Viby,1,ukendt,privat,4500.0,2025-05-23,findbolig,15600,28,6.0,69.2,5,0
54.0,2,Åbyhøj,1,ukendt,privat,6950.0,2025-04-30,findbolig,11200,15,3.5,128.7,4,0
48.0,1,Trøjborg,0,ukendt,privat,6175.0,2025-10-06,findbolig,7300,45,2.1,128.6,10,0
82.0,3,Centrum,1,ukendt,privat,13475.0,2025-01-19,findbolig,6100,22,0.2,164.3,1,0
28.0,1,Centrum,1,ukendt,privat,3225.0,2026-01-12,findbolig,6100,22,0.2,115.2,1,0
107.0,4,Risskov,0,ukendt,privat,11525.0,2026-06-16,findbolig,9400,12,4.8,107.7,6,0
67.0,3,Skejby,0,ukendt,privat,5550.0,2024-10-20,findbolig,6700,8,7.8,82.8,10,0
78.0,3,Aarhus C,1,ukendt,privat,15025.0,2025-02-19,findbolig,8200,18,0.5,192.6,2,0
25.0,1,Centrum,0,ukendt,privat,3125.0,2026-06-09,findbolig,6100,22,0.2,125.0,6,0
46.0,1,Trøjborg,0,ukendt,privat,4000.0,2026-02-20,findbolig,7300,45,2.1,87.0,2,0
146.0,5,Brabrand,0,ukendt,privat,18000.0,2026-03-19,findbolig,13100,24,5.5,123.3,3,0
71.0,2,Vejlby,1,ukendt,privat,8050.0,2024-12-01,findbolig,9800,20,5.2,113.4,12,0
81.0,3,Risskov,0,ukendt,privat,12375.0,2024-12-25,findbolig,9400,12,4.8,152.8,12,0
32.0,1,Centrum,1,ukendt,privat,5500.0,2024-09-13,findbolig,6100,22,0.2,171.9,9,0
20.0,1,Viby,0,ukendt,privat,2525.0,2026-05-10,findbolig,15600,28,6.0,126.2,5,0
48.0,2,Trøjborg,0,ukendt,privat,6875.0,2026-03-23,findbolig,7300,45,2.1,143.2,3,0
92.0,4,Aarhus C,0,ukendt,privat,11300.0,2025-11-11,findbolig,8200,18,0.5,122.8,11,0
93.0,4,Aarhus C,0,ukendt,privat,11000.0,2026-03-29,findbolig,8200,18,0.5,118.3,3,0
